geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00006708,CF38,"CF38 2BA, CF38 2BY, CF38 2DA, CF38 2DT, CF38 2DW, CF38 2FD",282,254,28
W00006707,CF38,"CF38 2AQ, CF38 2BT, CF38 2BU, CF38 2DB",228,201,27
W00006140,CF38,"CF38 1UH, CF38 1UJ, CF38 1UL, CF38 1UN, CF38 1UP",306,228,78
W00006137,CF38,"CF38 1EB, CF38 1ED, CF38 1EF, CF38 1EJ, CF38 1EP, CF38 1TL, CF38 1UE",442,337,105
W00006114,CF38,"CF38 2TF, CF38 2TG, CF38 2TN, CF38 2YG, CF38 2YH, CF38 2YJ, CF38 2YL, CF38 2YN, CF38 2YT",274,231,43
W00006131,CF38,"CF38 1DA, CF38 1DE, CF38 1DP, CF38 1DZ",271,238,33
W00006115,CF38,"CF38 2JD, CF38 2JE, CF38 2JF",283,218,65
W00009911,CF38,"CF38 1AZ, CF38 1BN, CF38 2AX, CF38 2AZ, CF38 2BF, CF38 2BQ, CF38 2GE, CF38 2GG",373,282,91
W00006113,CF38,"CF38 2JH, CF38 2JJ, CF38 2TA, CF38 2TW, CF38 2WA, CF38 2WB, CF38 2WZ, CF38 2XJ, CF38 2XL, CF38 2XN, CF38 2YB, CF38 2YD, CF38 2YE, CF38 2YF, CF38 2YP, CF38 2ZT",273,249,24
W00006112,CF38,"CF38 2SP, CF38 2SR, CF38 2SS, CF38 2SU, CF38 2SX",253,223,30
W00006111,CF38,"CF38 2SF, CF38 2SG, CF38 2SW, CF38 2TL",273,237,36
W00006110,CF38,"CF38 2LP, CF38 2LW",208,192,16
W00006109,CF38,"CF38 2HT, CF38 2HU, CF38 2LD, CF38 2RL, CF38 2ST, CF38 2SY",283,259,24
W00006108,CF38,"CF38 2HY, CF38 2LA, CF38 2LB",227,201,26
W00006107,CF38,"CF38 2AY, CF38 2RN, CF38 2SH, CF38 2SL",283,257,26
W00006106,CF38,"CF38 2AA, CF38 2AB, CF38 2AD, CF38 2BD, CF38 2BG, CF38 2BH, CF38 2FB, CF38 2FE, CF38 2RA",357,327,30
W00006133,CF38,"CF38 1DN, CF38 1DT, CF38 1DW",214,193,21
W00006105,CF38,"CF38 2AE, CF38 2AH, CF38 2AU, CF38 2BB, CF38 2BE, CF38 2BN",313,283,30
W00006706,CF38,"CF38 2DE, CF38 2DF, CF38 2DN",252,238,14
W00006705,CF38,"CF38 2AW, CF38 2DD",297,255,42
W00006704,CF38,"CF38 2AF, CF38 2AN, CF38 2AP, CF38 2BW, CF38 2BX, CF38 2PS",300,256,44
W00006703,CF38,"CF38 2LE, CF38 2LF, CF38 2LG, CF38 2RS",262,233,29
W00006701,CF38,"CF38 2DG, CF38 2RR, CF38 2SA, CF38 2SD, CF38 2XB, CF38 2XD, CF38 2XF, CF38 2XG, CF38 2XH, CF38 2YQ, CF38 2YR, CF38 2YS, CF38 2YU, CF38 2YW, CF38 2YX, CF38 2YY, CF38 2YZ",312,279,33
W00006700,CF38,"CF38 2DH, CF38 2LL, CF38 2LN, CF38 2RP, CF38 2SB",268,237,31
W00006699,CF38,"CF38 2BL, CF38 2DP, CF38 2EA, CF38 2GF",249,235,14
W00006698,CF38,"CF38 2DL, CF38 2DR, CF38 2DS, CF38 2SE",286,249,37
W00006697,CF38,"CF38 2AG, CF38 2AL, CF38 2AR, CF38 2AS, CF38 2AT, CF38 2JQ",281,251,30
W00006130,CF38,"CF38 1DB, CF38 1DR, CF38 1DS, CF38 1DU, CF38 1DY, CF38 1EA, CF38 1PT, CF38 1PU, CF38 1RB, CF38 1RJ, CF38 1RQ, CF38 1UZ, CF38 1XA, CF38 1XB, CF38 1YB, CF38 1YF, CF38 1YH, CF38 1YL, CF38 1YN, CF38 1YP, CF38 1YQ, CF38 1YS, CF38 1YT, CF38 1YU, CF38 1YX, CF38 1YZ",269,238,31
W00006116,CF38,"CF38 2JN, CF38 2JS, CF38 2JT, CF38 2ND",312,281,31
W00006702,CF38,"CF38 2FF, CF38 2LH, CF38 2LS, CF38 2RT, CF38 2RU, CF38 2RW, CF38 2RY",248,228,20
W00006545,CF38,"CF38 1LH, CF38 1SP, CF38 1TD, CF38 1TG, CF38 1UG",273,225,48
W00006310,CF38,"CF38 2JA, CF38 2TB, CF38 2TD, CF38 2TE",290,236,54
W00006317,CF38,"CF38 2EY, CF38 2NN, CF38 2NT, CF38 2NU, CF38 2NW",272,248,24
W00006316,CF38,"CF38 2DU, CF38 2DY, CF38 2FA, CF38 2HN, CF38 2HS, CF38 2HZ, CF38 2LJ, CF38 2PN, CF38 2PP, CF38 2PW, CF38 2RE, CF38 2UB",462,380,82
W00006315,CF38,"CF38 1AD, CF38 1AN, CF38 1AP, CF38 1AW, CF38 1AX",331,250,81
W00006313,CF38,"CF38 1EQ, CF38 2NP, CF38 2NS",227,202,25
W00006312,CF38,"CF38 1EE, CF38 1NP, CF38 2DQ, CF38 2HJ, CF38 2HQ, CF38 2JB, CF38 2JG",274,215,59
W00006311,CF38,"CF38 2DJ, CF38 2EB, CF38 2ED, CF38 2EJ, CF38 2EL, CF38 2EZ",242,207,35
W00006309,CF38,"CF38 1BH, CF38 1BJ, CF38 1BL, CF38 2JU, CF38 2JW, CF38 2JX, CF38 2LQ, CF38 2LX, CF38 2LY, CF38 2NZ",274,229,45
W00006308,CF38,"CF38 1AT, CF38 1BA, CF38 1BB, CF38 1BD, CF38 1BE, CF38 1BG, CF38 1BP, CF38 1YA, CF38 1YD, CF38 1YE, CF38 1YG, CF38 1YJ, CF38 1YW, CF38 1YY, CF38 1ZP",283,225,58
W00009897,CF38,"CF38 1BT, CF38 1DX, CF38 1GA, CF38 1GD, CF38 1RA, CF38 1RF, CF38 1RG, CF38 1TJ, CF38 1TN, CF38 1UQ",399,294,105
W00006307,CF38,"CF38 1AR, CF38 1AS, CF38 1AU, CF38 1AY, CF38 1BW",264,180,84
W00006305,CF38,"CF38 2LR, CF38 2NB, CF38 2NR, CF38 2NY, CF38 2PA",312,277,35
W00006304,CF38,"CF38 2DZ, CF38 2HE, CF38 2HG, CF38 2HP, CF38 2HR, CF38 2HW, CF38 2NA, CF38 2NG, CF38 2NH, CF38 2PJ, CF38 2TS",360,285,75
W00006303,CF38,"CF38 2BJ, CF38 2EP, CF38 2ER, CF38 2ES, CF38 2ET, CF38 2EU, CF38 2HA, CF38 2HB, CF38 2HD, CF38 2HF, CF38 2HH, CF38 2HL, CF38 2LZ, CF38 2NL",285,247,38
W00006302,CF38,"CF38 2EE, CF38 2EF, CF38 2EG, CF38 2EH, CF38 2EN, CF38 2EQ, CF38 2EW, CF38 2EX, CF38 2FG, CF38 2GA, CF38 2GB, CF38 2GD, CF38 2HX, CF38 2LT, CF38 2LU, CF38 2SN",310,248,62
W00006301,CF38,"CF38 1AA, CF38 1AJ, CF38 1SN",304,229,75
W00006300,CF38,"CF38 2NE, CF38 2NF, CF38 2NQ, CF38 2PE, CF38 2PF, CF38 2PG, CF38 2PH, CF38 2PX",292,258,34
W00010312,CF38,"CF38 1QA, CF38 1QB",370,276,94
W00009898,CF38,"CF38 2BP, CF38 2TH, CF38 2TJ, CF38 2TP, CF38 2TQ",322,259,63
W00006306,CF38,"CF38 2NJ, CF38 2NX, CF38 2PQ, CF38 2PZ",272,246,26
W00010308,CF38,"CF38 2JY, CF38 2JZ, CF38 2QA",214,178,36
W00006318,CF38,"CF38 2PB, CF38 2PD",308,265,43
W00006548,CF38,"CF38 1EL, CF38 1HA, CF38 1HG, CF38 1HH, CF38 1HL",234,194,40
W00006544,CF38,"CF38 1NT, CF38 1NU, CF38 1NW, CF38 1NY, CF38 1PL",251,223,28
W00006543,CF38,"CF38 1NE, CF38 1NF, CF38 1NN, CF38 1NR, CF38 1NS, CF38 1PA, CF38 1PB, CF38 1PD, CF38 1PG",269,225,44
W00006542,CF38,"CF38 1ET, CF38 1LF, CF38 1ND, CF38 1PR, CF38 1PS, CF38 1SA, CF38 1SB",247,206,41
W00006541,CF38,"CF38 1EG, CF38 1EH, CF38 1ES, CF38 1EY, CF38 1PP, CF38 1PW, CF38 1PX",273,226,47
W00006540,CF38,"CF38 1LP, CF38 1LR, CF38 1LS, CF38 1LW, CF38 1PE, CF38 1PF, CF38 1PN, CF38 1ST",262,228,34
W00006539,CF38,"CF38 1HU, CF38 1LA, CF38 1LB, CF38 1LD, CF38 1LE, CF38 1LG",246,220,26
W00006538,CF38,"CF38 1DL, CF38 1HN, CF38 1HP, CF38 1HT, CF38 1HW",297,261,36
W00006537,CF38,"CF38 1ER, CF38 1EU, CF38 1HB, CF38 1HD, CF38 1HY",288,253,35
W00006549,CF38,"CF38 1LT, CF38 1LU, CF38 1NB",302,257,45
W00009909,CF38,"CF38 1AB, CF38 1DQ, CF38 1GE, CF38 1GP, CF38 1RW, CF38 1UR",380,273,107
W00010295,CF38,"CF38 1AF, CF38 1AG, CF38 1PY, CF38 1RD, CF38 1RN, CF38 1RP",153,132,21
W00010286,CF38,"CF38 2JL, CF38 2JP, CF38 2JR, CF38 2PT, CF38 2SJ, CF7 8LR, CF7 8LS, CF7 8LT, CF72 8FQ, CF72 8LR, CF72 8LS, CF72 8LT",431,347,84
W00010282,CF38,"CF38 1RR, CF38 1RS, CF38 1RT, CF38 1RU, CF38 1RY",235,209,26
W00009905,CF38,"CF38 1BU, CF38 1BY, CF38 1RE, CF38 1RL, CF38 1RZ, CF38 1TP, CF38 1TQ",250,196,54
W00009903,CF38,"CF38 1GB, CF38 1GF, CF38 1GL, CF38 1RX",321,234,87
W00010307,CF38,"CF38 1AH, CF38 1AL, CF38 1AQ, CF38 1BZ, CF38 1DJ, CF38 1PJ, CF38 1PQ",559,409,150
W00009907,CF38,"CF38 1BF, CF38 1BQ, CF38 1BS, CF38 1BX, CF38 2AJ",310,249,61
W00009896,CF38,"CF38 1RH, CF38 2BS, CF38 2BZ, CF38 2DX, CF38 2TR, CF7 8NY, CF72 8NY",348,290,58
W00006458,CF39,"CF39 9TP, CF39 9TT, CF39 9TY",306,273,33
W00009901,CF39,"CF39 8JA, CF39 8JB, CF39 8JE, CF39 8JF, CF39 8JW, CF39 8QD, CF39 8QE, CF39 8QF, CF39 8QG, CF39 8QJ",353,307,46
W00006457,CF39,"CF39 9PB, CF39 9PF, CF39 9SE, CF39 9SH",260,229,31
W00010311,CF39,"CF39 8BA, CF39 8BB, CF39 8BD, CF39 8BT, CF39 8BU, CF39 8PX",302,271,31
W00010306,CF39,"CF39 8AZ, CF39 8HG, CF39 8HH, CF39 8HL, CF39 8HQ, CF39 8JR, CF39 8JT, CF39 8JU, CF39 8YN, CF39 8YW",491,407,84
W00010315,CF39,"CF39 8EZ, CF39 8HN, CF39 8HZ, CF39 8WA, CF39 8WQ, CF39 8WW, CF39 8YQ",217,181,36
W00006177,CF39,"CF39 9ER, CF39 9ES, CF39 9ET, CF39 9HF, CF39 9HG, CF39 9HH, CF39 9HL, CF39 9HP, CF39 9HR",220,212,8
W00006178,CF39,"CF39 9AZ, CF39 9BJ, CF39 9BX, CF39 9DJ, CF39 9LJ, CF39 9LX, CF39 9PX",199,188,11
W00006720,CF39,"CF39 0EN, CF39 0ER, CF39 0ES, CF39 0HA, CF39 0HB, CF39 0HD, CF39 0HE, CF39 0HF, CF39 0HN",256,236,20
W00006719,CF39,"CF39 0EP, CF39 0HG, CF39 0HH, CF39 0HL, CF39 0HP, CF39 0RF",244,203,41
W00006718,CF39,"CF39 0EF, CF39 0EL, CF39 0EW, CF39 0EX",219,200,19
W00006459,CF39,"CF39 9NP, CF39 9NR, CF39 9NT, CF39 9NY, CF39 9PA, CF39 9PH, CF39 9PL, CF39 9PU, CF39 9PY, CF39 9RE, CF39 9RF, CF39 9RH, CF39 9RL, CF39 9RP, CF39 9RR, CF39 9RS, CF39 9RT, CF39 9RU, CF39 9RW, CF39 9SB, CF39 9SD, CF39 9SL, CF39 9SR, CF39 9SS, CF39 9ST, CF42 6UF",273,253,20
W00006717,CF39,"CF39 0HR, CF39 0HS, CF39 0HT, CF39 0HW",283,227,56
W00006716,CF39,"CF39 0AH, CF39 0PA, CF39 0PB, CF39 0PD, CF39 0PJ, CF39 0PL, CF39 0RD",189,169,20
W00006715,CF39,"CF39 0PG, CF39 0PH, CF39 0PN, CF39 0PW",286,242,44
W00006714,CF39,"CF39 0PE, CF39 0PF, CF39 0PU, CF39 0PY, CF39 0RA, CF39 0RB",287,257,30
W00006713,CF39,"CF39 0PP, CF39 0PR, CF39 0PS, CF39 0PT",308,283,25
W00006712,CF39,"CF39 0AN, CF39 0AT, CF39 0LA, CF39 0LB, CF39 0NS, CF39 0RG, CF39 0RH, CF39 0WB, CF39 0XA",228,213,15
W00006711,CF39,"CF39 0AS, CF39 0DU, CF39 0DY, CF39 0EA, CF39 0EB, CF39 0EE, CF39 0EH, CF39 0HU, CF39 0NH",265,221,44
W00009895,CF39,"CF39 8DQ, CF39 8DZ, CF39 8EE, CF39 8EQ, CF39 8ET, CF39 8EU, CF39 8FA, CF39 8FD, CF39 8YP",406,351,55
W00006460,CF39,"CF39 9BB, CF39 9TF, CF39 9TH, CF39 9TL, CF39 9TR",264,229,35
W00006466,CF39,"CF39 9UE, CF39 9UU, CF39 9UX, CF39 9YB, CF39 9YD, CF39 9YG, CF39 9YQ",314,266,48
W00006462,CF39,"CF39 9BH, CF39 9BU, CF39 9BY, CF39 9DA, CF39 9DB, CF39 9DE, CF39 9DL",280,238,42
W00006577,CF39,"CF39 8AH, CF39 8AN, CF39 8AW",301,277,24
W00006576,CF39,"CF39 8PA, CF39 8PB, CF39 8PY, CF39 8PZ",280,258,22
W00006575,CF39,"CF39 8AA, CF39 8AB, CF39 8AE, CF39 8AF, CF39 8AG, CF39 8AR, CF39 8BP, CF39 8EN, CF39 8PD",295,260,35
W00006574,CF39,"CF39 8LJ, CF39 8PE, CF39 8PF, CF39 8PT",256,227,29
W00006573,CF39,"CF39 8PP, CF39 8PR, CF39 8PW",367,326,41
W00006572,CF39,"CF39 8EL, CF39 8ER, CF39 8PG, CF39 8PH",262,231,31
W00006571,CF39,"CF39 8ND, CF39 8NE, CF39 8NH",242,222,20
W00006570,CF39,"CF39 8LE, CF39 8NS, CF39 8NT",279,247,32
W00006569,CF39,"CF39 8AD, CF39 8LF, CF39 8LL, CF39 8LS, CF39 8PL, CF39 8PN, CF39 8PQ, CF39 8PU, CF39 8QA, CF39 8QB",330,298,32
W00006568,CF39,"CF39 8NB, CF39 8NF, CF39 8NG",221,202,19
W00006567,CF39,"CF39 8EH, CF39 8LD, CF39 8NP, CF39 8NR",299,272,27
W00006566,CF39,"CF39 8LG, CF39 8LH, CF39 8LN, CF39 8LP, CF39 8LR, CF39 8LT, CF39 8LU, CF39 8LW",376,339,37
W00006565,CF39,"CF39 8LA, CF39 8NL, CF39 8NN, CF39 8NW, CF39 8XA, CF39 8XG, CF39 8YF, CF39 8YG, CF39 8YT",298,260,38
W00006564,CF39,"CF39 8AX, CF39 8BE, CF39 8BG, CF39 8BH, CF39 8BL, CF39 8BN, CF39 8FP, CF39 8GB, CF39 8GD, CF39 8HJ, CF39 8HX, CF39 8PJ, CF39 8PS, CF39 8YS, CF39 8YX, CF39 8YY, CF39 8YZ, CF39 8ZY, CF7 8LQ, CF72 8LQ",571,494,77
W00006562,CF39,"CF39 8AJ, CF39 8FJ, CF39 8LB, CF39 8LX, CF39 8LY, CF39 8NA, CF39 8YU",283,247,36
W00006561,CF39,"CF39 9SU, CF40 1BA, CF40 2AA, CF40 2AB, CF40 2AD, CF40 2AE, CF40 2JZ, CF40 2QZ, CF40 2RA, CF40 2RB, CF40 2RE, CF40 2RF, CF40 2RG",255,231,24
W00009915,CF39,"CF39 8EJ, CF39 8FB, CF39 8FE",266,211,55
W00010291,CF39,"CF39 8BJ, CF39 8BS, CF39 8GA",347,305,42
W00009914,CF39,"CF39 8JJ, CF39 8JL, CF39 8JN, CF39 8JP",330,285,45
W00010294,CF39,"CF39 8HP, CF39 8HW",149,142,7
W00009908,CF39,"CF39 8DJ, CF39 8DT, CF39 8EX, CF39 8FR, CF39 8JD, CF39 8JG, CF39 8JH, CF39 8JS, CF39 8QH, CF39 8QL",515,426,89
W00006578,CF39,"CF39 8AU, CF39 8AY, CF39 8BX, CF39 8BY",272,250,22
W00006579,CF39,"CF39 8AL, CF39 8AP, CF39 8AQ, CF39 8AS, CF39 8AT, CF39 8BW, CF39 8FS",299,271,28
W00006580,CF39,"CF39 8DD, CF39 8DH, CF39 8DP, CF39 8EB",275,254,21
W00006581,CF39,"CF39 8DE, CF39 8DF, CF39 8DG, CF39 8DL, CF39 8DN, CF39 8DW",292,269,23
W00006463,CF39,"CF39 9PD, CF39 9PG, CF39 9PN, CF39 9PP, CF39 9RA, CF39 9RB, CF39 9RD, CF39 9SG, CF39 9SW, CF39 9TD",256,216,40
W00006464,CF39,"CF39 0AU, CF39 0AY, CF39 0BA, CF39 9YH, CF39 9YJ",274,236,38
W00006465,CF39,"CF39 0LP, CF39 0LR, CF39 0LS, CF39 0LT, CF39 0NE, CF39 0NF, CF39 0NG, CF39 0NP",306,269,37
W00006618,CF39,"CF39 8XE, CF39 8YE, CF39 9XD, CF39 9XJ, CF39 9XL, CF39 9XT, CF40 1YB, CF40 1YD, CF40 1YE, CF40 1YH, CF40 1YJ, CF40 1YN, CF40 1YP, CF40 1YQ, CF40 2PT, CF40 2PU, CF40 2PZ, CF40 2QP, CF40 2UD, CF40 2UE, CF40 2US, CF40 2UY, CF40 2UZ, CF40 2WA, CF40 2XA, CF40 2XB, CF40 2YF",312,283,29
W00006710,CF39,"CF39 0ED, CF39 0NL, CF39 0NN, CF39 0NR, CF39 0NT, CF39 0NW, CF39 0NY, CF39 0YA",297,263,34
W00006467,CF39,"CF39 0BG, CF39 0BH, CF39 0BJ, CF39 0BL, CF39 0BN",257,209,48
W00006468,CF39,"CF39 0BB, CF39 0DD, CF39 0LU, CF39 0LW, CF39 0LY, CF39 0NB, CF39 0ND",299,263,36
W00006469,CF39,"CF39 0AB, CF39 0AD, CF39 0AG, CF39 9UL, CF39 9UN, CF39 9UY, CF39 9WR, CF39 9YA, CF39 9YE, CF39 9YF",276,240,36
W00006470,CF39,"CF39 0DG, CF39 0DL, CF39 0DN, CF39 0DP, CF39 0DW, CF39 0LZ",280,238,42
W00006471,CF39,"CF39 0BS, CF39 0BT, CF39 0BW, CF39 0DA, CF39 0DB, CF39 0DF, CF39 0DH, CF39 0DR",360,308,52
W00006461,CF39,"CF39 9FP, CF39 9SJ, CF39 9SP, CF39 9TE, CF39 9TG, CF39 9TS, CF39 9TU, CF39 9TW",299,248,51
W00006472,CF39,"CF39 0AA, CF39 0AL, CF39 0BU, CF39 0BY, CF39 0LD, CF39 0LE, CF39 0LF, CF39 0LG, CF39 0LH, CF39 0LL, CF39 0LN, CF39 0NA, CF39 9AA, CF39 9AQ, CF39 9BE, CF39 9BL, CF39 9BN, CF39 9BQ, CF39 9BS, CF39 9BT, CF39 9BW, CF39 9NS, CF39 9NU, CF39 9RG, CF39 9RN, CF39 9RY, CF39 9SN",326,281,45
W00006475,CF39,"CF39 9SA, CF39 9SF, CF39 9TA, CF39 9UH, CF39 9UP, CF39 9UR, CF39 9UT, CF39 9UW",241,210,31
W00006476,CF39,"CF39 9TB, CF39 9TN, CF39 9TQ, CF39 9UA, CF39 9UB, CF39 9UD, CF39 9UG",264,225,39
W00006594,CF39,"CF39 8HR, CF39 8HS, CF39 8HT, CF39 8XF",287,271,16
W00006593,CF39,"CF39 8HU, CF39 8HY",225,210,15
W00006592,CF39,"CF39 8DA, CF39 8DB, CF39 8HE, CF39 8HF",277,249,28
W00006590,CF39,"CF39 8ES, CF39 8EW, CF39 8EY, CF39 8FQ, CF39 8HA, CF39 8HB, CF39 8HD, CF39 8YR, CF40 1SL",286,265,21
W00006586,CF39,"CF39 8XB, CF40 1NF, CF40 1NG, CF40 1NN, CF40 1NP, CF40 1NQ, CF40 1NR, CF40 1NW, CF40 1NX",459,420,39
W00006585,CF39,"CF39 8BZ, CF39 8DS, CF39 8DU, CF39 8ED, CF39 8EP",269,238,31
W00006584,CF39,"CF39 8DX, CF39 8DY, CF39 8EA",334,305,29
W00006583,CF39,"CF39 8DR, CF39 8EF, CF39 8EG",260,244,16
W00006474,CF39,"CF39 9BG, CF39 9BP, CF40 1HT, CF40 1JG, CF40 1JH, CF40 1JJ, CF40 1JL",157,144,13
W00006709,CF39,"CF39 0EG, CF39 0ET, CF39 0EU, CF39 0EY",284,240,44
W00006183,CF39,"CF39 9DN, CF39 9DS, CF39 9DT, CF39 9DU, CF39 9DW, CF39 9YR, CF39 9YS, CF39 9YW",290,262,28
W00006215,CF39,"CF39 8BF, CF39 8RA, CF39 8SN, CF39 8SP, CF39 8SR, CF39 8ST",333,299,34
W00006188,CF39,"CF39 9LS, CF39 9LT, CF39 9LU, CF39 9LY, CF39 9NF, CF39 9NL",268,235,33
W00006209,CF39,"CF39 8BQ, CF39 8TN, CF39 8TT, CF39 8TW",405,336,69
W00006152,CF39,"CF39 0YB, CF39 0YD, CF39 0YS, CF39 8WB, CF39 8WH, CF39 8WR, CF39 8WX, CF39 8WY, CF39 8WZ, CF39 8XD, CF39 8XH, CF39 8XP, CF39 8XQ, CF39 8YJ, CF39 8ZH, CF39 8ZQ, CF39 9XB, CF39 9XE, CF39 9XF, CF39 9XG, CF39 9XH, CF39 9YL, CF39 9YP, CF39 9YX, CF39 9ZJ, CF40 1YA, CF40 1YL, CF40 1YU, CF40 2BA, CF40 2BB, CF40 2BY, CF40 2DA, CF40 2XX, CF40 2XY, CF40 2YB, CF40 2YD, CF40 2YG, CF40 2YH, CF40 2YL, CF40 2ZA, CF40 2ZB, CF40 2ZD, CF40 9AA, CF40 9AB, CF40 9AD, CF40 9AE, CF40 9AF, CF40 9AG, CF40 9AH, CF40 9AJ, CF40 9AL, CF40 9AN, CF40 9AP, CF40 9AQ, CF40 9AR, CF40 9AS, CF40 9AT, CF40 9AU, CF40 9AW, CF40 9AX, CF40 9AZ, CF40 9BA, CF40 9BB, CF40 9BD, CF40 9BE, CF40 9BF, CF40 9BG, CF40 9BH, CF40 9BJ, CF40 9BL, CF40 9BN, CF40 9BP, CF40 9BQ, CF40 9BR, CF40 9BS, CF40 9BT, CF40 9BU, CF40 9BX, CF40 9BY, CF40 9YF, CF40 9ZW, CF40 9ZX, CF40 9ZY",281,238,43
W00006210,CF39,"CF39 8TF, CF39 8TG, CF39 8TP, CF39 8UG",274,250,24
W00006211,CF39,"CF39 8FF, CF39 8FL, CF39 8TL, CF39 8TR, CF39 8UN, CF39 8UW, CF39 8YB",355,333,22
W00006213,CF39,"CF39 8UA, CF39 8UB, CF39 8UD, CF39 8UE, CF39 8YD",228,218,10
W00006214,CF39,"CF39 8RY, CF39 8SA, CF39 8SB, CF39 8SF, CF39 8SG, CF39 8SH, CF39 8SL, CF39 8SW",315,298,17
W00006216,CF39,"CF39 8RB, CF39 8SS, CF39 8SU, CF39 8SX",210,196,14
W00006219,CF39,"CF39 8UR, CF39 8UU, CF39 8UY",264,246,18
W00006218,CF39,"CF39 8FH, CF39 8SY, CF39 8TA, CF39 8TB, CF39 8TD, CF39 8TE, CF39 8TH, CF39 8TJ, CF39 8UF",308,283,25
W00006217,CF39,"CF39 8UP, CF39 8UT, CF39 8YA",267,257,10
W00006189,CF39,"CF39 9HT, CF39 9HW, CF39 9LA, CF39 9LE, CF39 9LL",275,225,50
W00006187,CF39,"CF39 9BA, CF39 9LG, CF39 9LN, CF39 9LP, CF39 9LR, CF39 9LW, CF39 9PE, CF39 9PR, CF39 9PW",286,241,45
W00006186,CF39,"CF39 9NA, CF39 9NB, CF39 9ND, CF39 9NE, CF39 9NG, CF39 9NH, CF39 9NN",262,220,42
W00006185,CF39,"CF39 9EU, CF39 9EY, CF39 9HA",322,287,35
W00006190,CF39,"CF39 9AB, CF39 9AD, CF39 9AE, CF39 9AF, CF39 9AW, CF39 9HB, CF39 9HD",265,231,34
W00006176,CF39,"CF39 9HN, CF39 9HS, CF39 9HU, CF39 9HY",270,247,23
W00006181,CF39,"CF39 9ED, CF39 9EE, CF39 9EF, CF39 9EL, CF39 9EP, CF39 9EW",299,274,25
W00006175,CF39,"CF39 9AR, CF39 9AS, CF39 9AT, CF39 9AU",247,234,13
W00006174,CF39,"CF39 9AG, CF39 9AH, CF39 9AL, CF39 9AN, CF39 9AP, CF39 9AY, CF39 9BD, CF39 9LB, CF39 9LD, CF39 9LF, CF39 9LH, CF39 9XA, CF39 9YN, CF39 9YZ",253,218,35
W00005185,CF39,"CF39 8RD, CF39 8RH, CF39 8RL, CF39 8RN, CF39 8RP, CF39 8RW, CF39 8SD",306,280,26
W00006179,CF39,"CF39 9EA, CF39 9EB, CF39 9EG, CF39 9EH, CF39 9EN",286,259,27
W00006180,CF39,"CF39 9EX, CF39 9HJ, CF39 9PJ",294,274,20
W00005191,CF39,"CF39 8RE, CF39 8RF, CF39 8RG",277,264,13
W00006184,CF39,"CF39 9DX, CF39 9EJ, CF39 9HX, CF39 9RJ, CF39 9RX",279,266,13
W00006182,CF39,"CF39 9AJ, CF39 9AX, CF39 9DY, CF39 9YT, CF39 9YU, CF39 9YY",240,228,12
W00005192,CF39,"CF39 8GT, CF39 8RR, CF39 8RS, CF39 8RT, CF39 8RU",355,331,24
W00009193,CF4,"CF4 2QG, CF5 2AB, CF5 2AT, CF5 2AZ, CF5 2DL, CF5 2DQ, CF5 2DT, CF5 2ED, CF5 2YB, CF5 2YH",207,169,38
W00010596,CF4,"CF4 8EL, CF4 8ER, CF5 3DQ, CF5 6DR, CF5 6DS, CF5 6FP, CF5 6FQ, CF5 6FR, CF5 6FS, CF5 6HF, CF5 6HG, CF5 6HJ, CF5 6HL, CF5 6HU",283,236,47
W00006610,CF40,"CF40 2NP, CF40 2NY, CF40 2PP, CF40 2PR, CF40 2PS, CF40 2QE, CF40 2QN, CF40 2QW, CF40 2TY, CF40 2UA",328,300,28
W00006611,CF40,"CF40 2NZ, CF40 2PA, CF40 2PH, CF40 2PJ, CF40 2PL, CF40 2PN, CF40 2PW, CF40 2UF, CF40 2UU, CF40 2UX",302,278,24
W00006404,CF40,"CF40 1AZ, CF40 1ND, CF40 1NE, CF40 1NH, CF40 1PB",268,245,23
W00006473,CF40,"CF40 1HX, CF40 1HY, CF40 1JD, CF40 1JE, CF40 1JF, CF40 1JP, CF40 1JQ",199,182,17
W00006613,CF40,"CF40 2LP, CF40 2LW, CF40 2NL",243,211,32
W00006589,CF40,"CF40 1NS, CF40 1NT, CF40 1NU, CF40 1NY, CF40 1PX, CF40 1PY, CF40 1SA, CF40 1SB, CF40 1SD, CF40 1SE, CF40 1SF, CF40 1SG, CF40 1SH, CF40 1SJ, CF40 1SN, CF40 1SQ, CF40 1XX",329,303,26
W00006588,CF40,"CF40 1AG, CF40 1RG, CF40 1RN, CF40 1RR, CF40 1RS, CF40 1RT, CF40 1RX, CF40 1RZ",296,265,31
W00006612,CF40,"CF40 2LG, CF40 2LJ, CF40 2LL, CF40 2LN",247,227,20
W00006609,CF40,"CF40 2PB, CF40 2PD, CF40 2PE, CF40 2PF, CF40 2PG",315,300,15
W00006551,CF40,"CF40 1BF, CF40 1BH, CF40 1BU, CF40 1BX, CF40 1BY, CF40 1BZ, CF40 1DA, CF40 1DB, CF40 1DU, CF40 1DX, CF40 1XA, CF40 1XB, CF40 1YT",606,523,83
W00006552,CF40,"CF40 1AA, CF40 1AB, CF40 1AE, CF40 1AH, CF40 1BG, CF40 1BJ, CF40 1BL, CF40 1DL, CF40 1DQ, CF40 1DR, CF40 1DW",215,200,15
